,Data,Localauthority_Code,Localauthority_ItemName_ENG,Localauthority_SortOrder,Localauthority_Hierarchy,Localauthority_AltCode1,Measure_Code,Measure_ItemName_ENG,Measure_SortOrder,Measure_Hierarchy,Measure_ItemNotes_ENG,Year_Code,Year_ItemName_ENG,Year_SortOrder,RowKey,PartitionKey
253,96.345763,W06000003,Conwy,403,W92000004,W06000003,Dens,Population density,1,,Persons per square kilometre,1998,Mid-year 1998,998,0000000000000253,
254,1125.8409,W06000003,Conwy,403,W92000004,W06000003,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2010,Mid-year 2010,1010,0000000000000254,
255,108940.0,W06000003,Conwy,403,W92000004,W06000003,Pop,Population,2,Dens,Mid-year estimates of the population,1995,Mid-year 1995,995,0000000000000255,
256,100.372975,W06000003,Conwy,403,W92000004,W06000003,Dens,Population density,1,,Persons per square kilometre,2006,Mid-year 2006,1006,0000000000000256,
257,114682.0,W06000003,Conwy,403,W92000004,W06000003,Pop,Population,2,Dens,Mid-year estimates of the population,2010,Mid-year 2010,1010,0000000000000257,
258,108651.0,W06000003,Conwy,403,W92000004,W06000003,Pop,Population,2,Dens,Mid-year estimates of the population,2000,Mid-year 2000,1000,0000000000000258,
259,111248.0,W06000003,Conwy,403,W92000004,W06000003,Pop,Population,2,Dens,Mid-year estimates of the population,2003,Mid-year 2003,1003,0000000000000259,
260,108174.0,W06000003,Conwy,403,W92000004,W06000003,Pop,Population,2,Dens,Mid-year estimates of the population,1997,Mid-year 1997,997,0000000000000260,
261,93983.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2006,Mid-year 2006,1006,0000000000000261,
262,89572.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,1994,Mid-year 1994,994,0000000000000262,
263,93978.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2005,Mid-year 2005,1005,0000000000000263,
264,112.310378,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2005,Mid-year 2005,1005,0000000000000264,
265,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1994,Mid-year 1994,994,0000000000000265,
266,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1992,Mid-year 1992,992,0000000000000266,
267,106.833368,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,1991,Mid-year 1991,991,0000000000000267,
268,106.503528,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,1992,Mid-year 1992,992,0000000000000268,
269,89119.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,1992,Mid-year 1992,992,0000000000000269,
270,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2008,Mid-year 2008,1008,0000000000000270,
271,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2013,Mid-year 2013,1013,0000000000000271,
272,94444.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2009,Mid-year 2009,1009,0000000000000272,
273,91509.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,1999,Mid-year 1999,999,0000000000000273,
274,94836.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2015,Mid-year 2015,1015,0000000000000274,
275,112.316353,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2006,Mid-year 2006,1006,0000000000000275,
276,111.712843,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2002,Mid-year 2002,1002,0000000000000276,
277,107.044895,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,1994,Mid-year 1994,994,0000000000000277,
278,113.335749,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2015,Mid-year 2015,1015,0000000000000278,
279,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2014,Mid-year 2014,1014,0000000000000279,
280,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2018,Mid-year 2018,1018,0000000000000280,
281,109.359748,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,1999,Mid-year 1999,999,0000000000000281,
282,108.692898,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,1998,Mid-year 1998,998,0000000000000282,
283,113.926114,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2018,Mid-year 2018,1018,0000000000000283,
284,95330.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2018,Mid-year 2018,1018,0000000000000284,
285,94530.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2007,Mid-year 2007,1007,0000000000000285,
286,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1998,Mid-year 1998,998,0000000000000286,
287,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2005,Mid-year 2005,1005,0000000000000287,
288,112.970057,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2007,Mid-year 2007,1007,0000000000000288,
289,93872.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2003,Mid-year 2003,1003,0000000000000289,
290,113.336944,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2014,Mid-year 2014,1014,0000000000000290,
291,110.57394,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2000,Mid-year 2000,1000,0000000000000291,
292,113.219827,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2008,Mid-year 2008,1008,0000000000000292,
293,89395.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,1991,Mid-year 1991,991,0000000000000293,
294,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1991,Mid-year 1991,991,0000000000000294,
295,94837.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2014,Mid-year 2014,1014,0000000000000295,
296,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2007,Mid-year 2007,1007,0000000000000296,
297,112.955716,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2013,Mid-year 2013,1013,0000000000000297,
298,93478.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2002,Mid-year 2002,1002,0000000000000298,
299,92525.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2000,Mid-year 2000,1000,0000000000000299,
300,94739.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2008,Mid-year 2008,1008,0000000000000300,
301,90951.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,1998,Mid-year 1998,998,0000000000000301,
302,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1999,Mid-year 1999,999,0000000000000302,
303,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2012,Mid-year 2012,1012,0000000000000303,
304,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2015,Mid-year 2015,1015,0000000000000304,
305,89911.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,1995,Mid-year 1995,995,0000000000000305,
306,95696.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2019,Mid-year 2019,1019,0000000000000306,
307,94010.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2004,Mid-year 2004,1004,0000000000000307,
308,112.34862,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2004,Mid-year 2004,1004,0000000000000308,
309,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2011,Mid-year 2011,1011,0000000000000309,
310,93919.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2011,Mid-year 2011,1011,0000000000000310,
311,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2004,Mid-year 2004,1004,0000000000000311,
312,90623.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,1996,Mid-year 1996,996,0000000000000312,
313,90616.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,1997,Mid-year 1997,997,0000000000000313,
314,114.36351,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2019,Mid-year 2019,1019,0000000000000314,
315,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2019,Mid-year 2019,1019,0000000000000315,
316,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2006,Mid-year 2006,1006,0000000000000316,
317,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2002,Mid-year 2002,1002,0000000000000317,
318,107.450025,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,1995,Mid-year 1995,995,0000000000000318,
319,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1997,Mid-year 1997,997,0000000000000319,
320,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2016,Mid-year 2016,1016,0000000000000320,
321,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2001,Mid-year 2001,1001,0000000000000321,
322,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1996,Mid-year 1996,996,0000000000000322,
323,111.225254,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2001,Mid-year 2001,1001,0000000000000323,
324,112.183701,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2003,Mid-year 2003,1003,0000000000000324,
325,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2010,Mid-year 2010,1010,0000000000000325,
326,112.239869,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2011,Mid-year 2011,1011,0000000000000326,
327,94152.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2010,Mid-year 2010,1010,0000000000000327,
328,108.29255,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,1997,Mid-year 1997,997,0000000000000328,
329,113.512619,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2016,Mid-year 2016,1016,0000000000000329,
330,94984.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2016,Mid-year 2016,1016,0000000000000330,
331,94518.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2013,Mid-year 2013,1013,0000000000000331,
332,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2003,Mid-year 2003,1003,0000000000000332,
333,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2000,Mid-year 2000,1000,0000000000000333,
334,108.300915,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,1996,Mid-year 1996,996,0000000000000334,
335,112.51832,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2010,Mid-year 2010,1010,0000000000000335,
336,89375.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,1993,Mid-year 1993,993,0000000000000336,
337,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2009,Mid-year 2009,1009,0000000000000337,
338,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1995,Mid-year 1995,995,0000000000000338,
339,106.809466,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,1993,Mid-year 1993,993,0000000000000339,
340,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1993,Mid-year 1993,993,0000000000000340,
341,94053.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2012,Mid-year 2012,1012,0000000000000341,
342,113.721757,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2017,Mid-year 2017,1017,0000000000000342,
343,112.867281,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2009,Mid-year 2009,1009,0000000000000343,
344,112.400008,W06000004,Denbighshire,404,W92000004,W06000004,Dens,Population density,1,,Persons per square kilometre,2012,Mid-year 2012,1012,0000000000000344,
345,836.7704,W06000004,Denbighshire,404,W92000004,W06000004,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2017,Mid-year 2017,1017,0000000000000345,
346,93070.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2001,Mid-year 2001,1001,0000000000000346,
347,95159.0,W06000004,Denbighshire,404,W92000004,W06000004,Pop,Population,2,Dens,Mid-year estimates of the population,2017,Mid-year 2017,1017,0000000000000347,
348,152776.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2012,Mid-year 2012,1012,0000000000000348,
349,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2000,Mid-year 2000,1000,0000000000000349,
350,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1993,Mid-year 1993,993,0000000000000350,
351,327.589504,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,1993,Mid-year 1993,993,0000000000000351,
352,144049.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,1993,Mid-year 1993,993,0000000000000352,
353,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2001,Mid-year 2001,1001,0000000000000353,
354,338.005126,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2001,Mid-year 2001,1001,0000000000000354,
355,151501.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2008,Mid-year 2008,1008,0000000000000355,
356,151985.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2009,Mid-year 2009,1009,0000000000000356,
357,152080.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2010,Mid-year 2010,1010,0000000000000357,
358,345.853229,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2010,Mid-year 2010,1010,0000000000000358,
359,152666.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2011,Mid-year 2011,1011,0000000000000359,
360,345.637185,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2009,Mid-year 2009,1009,0000000000000360,
361,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2013,Mid-year 2013,1013,0000000000000361,
362,347.43604,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2012,Mid-year 2012,1012,0000000000000362,
363,144844.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,1995,Mid-year 1995,995,0000000000000363,
364,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1999,Mid-year 1999,999,0000000000000364,
365,333.90028,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,1999,Mid-year 1999,999,0000000000000365,
366,146824.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,1999,Mid-year 1999,999,0000000000000366,
367,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2012,Mid-year 2012,1012,0000000000000367,
368,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2010,Mid-year 2010,1010,0000000000000368,
369,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2006,Mid-year 2006,1006,0000000000000369,
370,149176.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2003,Mid-year 2003,1003,0000000000000370,
371,144643.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,1997,Mid-year 1997,997,0000000000000371,
372,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2005,Mid-year 2005,1005,0000000000000372,
373,328.940351,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,1997,Mid-year 1997,997,0000000000000373,
374,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1997,Mid-year 1997,997,0000000000000374,
375,340.872834,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2005,Mid-year 2005,1005,0000000000000375,
376,149890.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2005,Mid-year 2005,1005,0000000000000376,
377,329.397456,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,1995,Mid-year 1995,995,0000000000000377,
378,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2009,Mid-year 2009,1009,0000000000000378,
379,150125.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2006,Mid-year 2006,1006,0000000000000379,
380,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2011,Mid-year 2011,1011,0000000000000380,
381,341.40726,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2006,Mid-year 2006,1006,0000000000000381,
382,347.185883,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2011,Mid-year 2011,1011,0000000000000382,
383,328.70384,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,1994,Mid-year 1994,994,0000000000000383,
384,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2007,Mid-year 2007,1007,0000000000000384,
385,144539.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,1994,Mid-year 1994,994,0000000000000385,
386,147930.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2000,Mid-year 2000,1000,0000000000000386,
387,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2008,Mid-year 2008,1008,0000000000000387,
388,342.9787,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2007,Mid-year 2007,1007,0000000000000388,
389,344.536495,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2008,Mid-year 2008,1008,0000000000000389,
390,153223.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2013,Mid-year 2013,1013,0000000000000390,
391,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1995,Mid-year 1995,995,0000000000000391,
392,150816.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2007,Mid-year 2007,1007,0000000000000392,
393,336.415493,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2000,Mid-year 2000,1000,0000000000000393,
394,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1994,Mid-year 1994,994,0000000000000394,
395,351.643224,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2016,Mid-year 2016,1016,0000000000000395,
396,143493.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,1992,Mid-year 1992,992,0000000000000396,
397,142036.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,1991,Mid-year 1991,991,0000000000000397,
398,332.619931,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,1998,Mid-year 1998,998,0000000000000398,
399,354.995325,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2019,Mid-year 2019,1019,0000000000000399,
400,153819.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2014,Mid-year 2014,1014,0000000000000400,
401,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2015,Mid-year 2015,1015,0000000000000401,
402,338.728307,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2002,Mid-year 2002,1002,0000000000000402,
403,154626.0,W06000005,Flintshire,405,W92000004,W06000005,Pop,Population,2,Dens,Mid-year estimates of the population,2016,Mid-year 2016,1016,0000000000000403,
404,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1991,Mid-year 1991,991,0000000000000404,
405,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2016,Mid-year 2016,1016,0000000000000405,
406,352.846251,W06000005,Flintshire,405,W92000004,W06000005,Dens,Population density,1,,Persons per square kilometre,2017,Mid-year 2017,1017,0000000000000406,
407,439.7241,W06000005,Flintshire,405,W92000004,W06000005,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1998,Mid-year 1998,998,0000000000000407,
